2643	2015-06-15	44757	addValue	1.0.0	44752	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2643	2015-06-15	44759	addValue	1.0.0	44754	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2643	2015-06-15	44761	cat1	1.0.0	44756	addValue	1.0.0
2643	2015-06-15	44761	cat1	1.0.0	44758	addValue	1.0.0
2645	2015-06-18	44814	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.4.1		44804		
2645	2015-06-18	44811	toolshed.g2.bx.psu.edu/repos/devteam/hisat/hisat/1.0.1		44804		
2645	2015-06-18	44815	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.4.1		44809	toolshed.g2.bx.psu.edu/repos/devteam/hisat/hisat/1.0.1	
2645	2015-06-18	44817	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.4.1		44811	toolshed.g2.bx.psu.edu/repos/devteam/hisat/hisat/1.0.1	
2645	2015-06-18	44823	cat1		44816	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.4.1	
2645	2015-06-18	44827	cat1		44820	Filter1	
2645	2015-06-18	44826	Filter1		44823	cat1	
2645	2015-06-18	44827	cat1		44824	Filter1	
2645	2015-06-18	44828	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0		44825	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	
2645	2015-06-18	44830	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0		44826	Filter1	
2645	2015-06-18	44832	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0		44829	Filter1	
2649	2015-06-23	44858	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	3.1.0	44853		
2649	2015-06-23	44860	toolshed.g2.bx.psu.edu/repos/bgruening/antismash/antismash/2.0.2.2	2.0.2.2	44854		
2649	2015-06-23	44867	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6	0.0.6	44858	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	3.1.0
2649	2015-06-23	44864	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	0.1.1	44861	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	0.1.01
2649	2015-06-23	44863	toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.0	1.0.0	44861	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	0.1.01
2649	2015-06-23	44868	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/wolf_psort/0.0.8	0.0.8	44867	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6	0.0.6
2651	2015-06-23	44892	Show beginning1	1.0.0	44887	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
2651	2015-06-23	44891	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63	0.63	44887	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
2651	2015-06-23	44893	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3	0.3	44890	Show beginning1	1.0.0
2651	2015-06-23	44895	toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_inner_distance/2.4	2.4	44893	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3	0.3
2651	2015-06-23	44894	toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment/2.4	2.4	44893	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3	0.3
2652	2015-06-23	44904	toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_inner_distance/2.4	2.4	44897		
2652	2015-06-23	44903	toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment/2.4	2.4	44897		
2652	2015-06-23	44902	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3	0.3	44901	Show beginning1	1.0.0
2653	2015-06-23	44908	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	0.7	44906		
2666	2015-06-24	44921	toolshed.g2.bx.psu.edu/repos/pavlo-lutsik/rnbeads/rnbeads/0.91	0.91	44917		
2667	2015-06-24	44930	toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20140616.0	2.1.0.20140616.0	44926	toolshed.g2.bx.psu.edu/repos/peterjc/sample_seqs/sample_seqs/0.2.1	0.2.1
2668	2015-06-24	44934	toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0	1	44932	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0	1.126.0
2668	2015-06-24	44934	toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0	1	44933	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.126.0	1.126.0
2669	2015-06-24	44936	sort1	1.0.3	44935		
2669	2015-06-24	44938	sort1	1.0.3	44936	sort1	1.0.3
2670	2015-06-24	44940	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	5.0.0	44939	toolshed.g2.bx.psu.edu/repos/bgruening/glimmer3/glimmer_knowlegde-based/0.2	0.2
2671	2015-06-24	44945	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101/5.0.0	5.0.0	44944	toolshed.g2.bx.psu.edu/repos/bgruening/glimmer3/glimmer_knowlegde-based/0.2	0.2
2672	2015-06-24	44949	Grep1	1.0.1	44948		
2682	2015-06-24	45008	wc_gnu	1.0.0	45006	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	2.22.0
2682	2015-06-24	45005	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	2.22.0	45016		
2684	2015-06-24	45030	toolshed.g2.bx.psu.edu/repos/bgruening/interproscan5/interproscan/5.0.0		45026	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2684	2015-06-24	45038	Filter1		45036	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/wolf_psort/0.0.8	
2684	2015-06-24	45039	Filter1		45037	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/tmhmm2/0.0.13	
2685	2015-06-24	45048	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: extractseq35/5.0.0		45041		
2685	2015-06-24	45055	gff_to_sequence		45045	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2685	2015-06-24	45053	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0		45045	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2685	2015-06-24	45051	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.0.0		45045	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2685	2015-06-24	45057	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1		45054	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2685	2015-06-24	45060	Grep1		45057	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	
2685	2015-06-24	45059	Grep1		45057	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	
2685	2015-06-24	45058	Grep1		45057	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	
2686	2015-06-24	45076	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01		45067	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2686	2015-06-24	45072	Grep1		45067	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2686	2015-06-24	45089	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6		45087	Grep1	
2686	2015-06-24	45092	Filter1		45090	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/wolf_psort/0.0.8	
2687	2015-06-24	45109	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/tmhmm2/0.0.13		45107	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6	
2687	2015-06-24	45110	Filter1		45108	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/wolf_psort/0.0.8	
2688	2015-06-24	45129	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6		45127	Grep1	
2688	2015-06-24	45131	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/tmhmm2/0.0.13		45129	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6	
2689	2015-06-24	45147	cat1		45135		
2689	2015-06-24	45153	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6		45141	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2689	2015-06-24	45145	Grep1		45141	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2689	2015-06-24	45150	toolshed.g2.bx.psu.edu/repos/peterjc/blast2go/blast2go/0.0.9		45146	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2689	2015-06-24	45153	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6		45152	Grep1	
2689	2015-06-24	45156	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/tmhmm2/0.0.13		45153	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6	
2689	2015-06-24	45155	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/wolf_psort/0.0.8		45153	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6	
2690	2015-06-24	45166	Show beginning1		45163	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2691	2015-06-24	45195	toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.0		45193	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2692	2015-06-24	45215	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6		45206	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2692	2015-06-24	45213	toolshed.g2.bx.psu.edu/repos/peterjc/blast2go/blast2go/0.0.9		45209	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2692	2015-06-24	45211	toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.0		45209	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2692	2015-06-24	45218	Filter1		45216	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/wolf_psort/0.0.8	
2693	2015-06-24	45230	toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.0		45228	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2693	2015-06-24	45234	toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id/0.0.6		45233	Grep1	
2693	2015-06-24	45237	Filter1		45235	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/wolf_psort/0.0.8	
2695	2015-06-24	45267	toolshed.g2.bx.psu.edu/repos/bgruening/interproscan5/interproscan/5.0.0		45263	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2695	2015-06-24	45269	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1		45266	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2695	2015-06-24	45268	toolshed.g2.bx.psu.edu/repos/devteam/megablast_xml_parser/megablast_xml_parser/1.0.0		45266	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2695	2015-06-24	45271	Grep1		45269	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	
2696	2015-06-24	45283	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0	5.0.0	45277		
2702	2015-06-24	45424	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	45416	Filter1	1.1.0
2702	2015-06-24	45427	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1	2.22.1	45417	Filter1	1.1.0
2702	2015-06-24	45426	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	45417	Filter1	1.1.0
2702	2015-06-24	45430	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	45419	Filter1	1.1.0
2702	2015-06-24	45435	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1	2.22.1	45421	Filter1	1.1.0
2702	2015-06-24	45434	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	45421	Filter1	1.1.0
2702	2015-06-24	45436	cat1	1.0.0	45424	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2702	2015-06-24	45436	cat1	1.0.0	45430	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2702	2015-06-24	45438	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	45437	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	2.22.0
2702	2015-06-24	45433	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1	2.22.1	45440		
2702	2015-06-24	45421	Filter1	1.1.0	45440		
2702	2015-06-24	45419	Filter1	1.1.0	45440		
2702	2015-06-24	45417	Filter1	1.1.0	45440		
2702	2015-06-24	45416	Filter1	1.1.0	45440		
2711	2015-06-29	45504	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: extractseq35/5.0.0	5.0.0	45498		
2711	2015-06-29	45499	toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.0	1.0.0	45498		
2714	2015-06-29	45514	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0		45511		
2714	2015-06-29	45519	toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0		45518	toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0	
2715	2015-06-29	45552	toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.0		45527		
2715	2015-06-29	45559	toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.0		45534		
2715	2015-06-29	45572	toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.0		45545		
2715	2015-06-29	45575	toolshed.g2.bx.psu.edu/repos/agordon/datamash_wrapper/DatamashOps/1.0.6		45574	Convert characters1	
2725	2015-06-29	45673	cat1	1.0.0	45671	Filter1	1.1.0
2725	2015-06-29	45676	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.22.0	2.22.0	45674	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	2.22.0
2725	2015-06-29	45683	cat1	1.0.0	45682	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.22.0	2.22.0
2725	2015-06-29	45669	Filter1	1.1.0	45685		
2725	2015-06-29	45680	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.22.0	2.22.0	45686		
2725	2015-06-29	45679	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.22.0	2.22.0	45686		
2728	2015-07-01	45700	toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.0.0		45697	toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join/1.1.2-484	
2728	2015-07-01	45705	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0		45703	Grouping1	
2730	2015-07-03	45740	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0		45730		
2730	2015-07-03	45743	toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0		45734	toolshed.g2.bx.psu.edu/repos/devteam/fasta_nucleotide_changer/cshl_fasta_nucleotides_changer/1.0.0	
2730	2015-07-03	45748	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.1.01		45740	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: shuffleseq87/5.0.0	
2730	2015-07-03	45747	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.1.01		45745	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/0.1.01	
2730	2015-07-03	45746	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.1.01		45745	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/0.1.01	
2733	2015-07-03	45763	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	0.1.1	45761	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	0.1.01
2740	2015-07-03	45833	toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join/1.1.2-484	1.1.2-484	45830		
2740	2015-07-03	45839	toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0	1.1.0	45838	toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.0.0	1.0.0
2740	2015-07-03	45842	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0	1.0.0	45841	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0
2747	2015-07-04	45864	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	0.7	45863	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
2747	2015-07-04	45863	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	45867		
2760	2015-07-06	46097	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0	46095	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	0.1.01
2760	2015-07-06	46104	Paste1	1.0.0	46099	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0
2760	2015-07-06	46105	Paste1	1.0.0	46103	toolshed.g2.bx.psu.edu/repos/kellrott/regex_replace/regex_replace/1.0.0	1.0.0
2763	2015-07-06	46127	Paste1	1.0.0	46126	toolshed.g2.bx.psu.edu/repos/kellrott/regex_replace/regex_replace/1.0.0	1.0.0
2763	2015-07-06	46128	comp1	1.0.2	46131		
2766	2015-07-08	46157	rmcontamination		46151		
2766	2015-07-08	46155	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0		46151		
2766	2015-07-08	46153	toolshed.g2.bx.psu.edu/repos/bgruening/trna_prediction/aragorn_trna/0.4		46151		
2766	2015-07-08	46161	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/Psortb/0.0.5		46152	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2766	2015-07-08	46162	Extract_features1		46153	toolshed.g2.bx.psu.edu/repos/bgruening/trna_prediction/aragorn_trna/0.4	
2766	2015-07-08	46167	Filter1		46159	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/tmhmm2/0.0.13	
2767	2015-07-08	46176	rmcontamination		46170		
2767	2015-07-08	46174	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0		46170		
2767	2015-07-08	46178	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/tmhmm2/0.0.13		46171	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2767	2015-07-08	46186	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1		46177	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2768	2015-07-08	46192	toolshed.g2.bx.psu.edu/repos/bgruening/trna_prediction/aragorn_trna/0.4		46190		
2768	2015-07-08	46204	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0		46196	rmcontamination	
2768	2015-07-08	46203	toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.0		46196	rmcontamination	
2768	2015-07-08	46208	toolshed.g2.bx.psu.edu/repos/bgruening/antismash/antismash/2.0.2.2		46199	gff_to_sequence	
2768	2015-07-08	46209	Grep1		46206	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	
2769	2015-07-08	46211	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0		46210		
2769	2015-07-08	46220	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/Psortb/0.0.5		46211	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2769	2015-07-08	46217	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01		46211	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2769	2015-07-08	46221	Extract_features1		46212	toolshed.g2.bx.psu.edu/repos/bgruening/trna_prediction/aragorn_trna/0.4	
2769	2015-07-08	46224	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0		46216	rmcontamination	
2769	2015-07-08	46223	toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.0		46216	rmcontamination	
2769	2015-07-08	46227	Filter1		46218	toolshed.g2.bx.psu.edu/repos/peterjc/tmhmm_and_signalp/tmhmm2/0.0.13	
2782	2015-07-10	46304	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0	46303	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
2782	2015-07-10	46303	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	46306		
2784	2015-07-15	46320	toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join/1.1.2-484	1.1.2-484	46318		
2784	2015-07-15	46324	toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0	1.1.0	46323	toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length/1.1	1.1
2784	2015-07-15	46328	toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0	1.1.0	46326	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0
2792	2015-07-16	46445	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	46444	Cut1	1.0.2
2792	2015-07-16	46452	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	46451	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2793	2015-07-16	46460	Cut1	1.0.2	46459	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2793	2015-07-16	46463	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	46462	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2793	2015-07-16	46466	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	46465	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2813	2015-07-17	46714	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4	46713		
2826	2015-07-17	46738	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	46737		
2830	2015-07-17	46742	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0	1.0.0	46741		
2835	2015-07-17	46790	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	46788	Cut1	1.0.2
2835	2015-07-17	46794	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	46792	Cut1	1.0.2
2835	2015-07-17	46800	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	46798	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2835	2015-07-17	46801	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	46799	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2835	2015-07-17	46802	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	46800	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2835	2015-07-17	46806	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	46804	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2835	2015-07-17	46808	toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1/1.0.1	1.0.1	46806	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2835	2015-07-17	46809	mergeCols1	1.0.1	46807	mergeCols1	1.0.1
